,hash,total_value,real_time,num_outputs,direction
16,dce8271ff6ca6bacf4f9fd9ff463f587a0bb9d4c805af60777bec31dde32c916,999973551,2023-03-23 12:38:09,35,inbound
17,8d9ed563291554f5901978705aa80b315abbd0552c2486cc878ae46352ce36fc,1262621238,2022-12-12 07:56:46,34,inbound
18,32109ed86ba84fa3652b5044ea7d716c019343017b6b8c8c214d4971fd8c0b62,109197617,2023-01-04 19:34:37,32,inbound
19,4f374174b248cb798e89c0411e3915a104cd74890db76df6450b1936517fa646,715049978,2022-12-14 13:38:08,30,inbound
20,8da0996c24e25b4a3e5f4572ed2f7c733c536cf00cb9a7b5cc171432b7e505a9,10453283605,2022-12-16 17:42:54,27,inbound
21,9749b076e324faba155614af9bebd9d1f00768364c0f6ce14be1afd4a7d174b1,225179557,2022-12-11 12:36:49,24,inbound
22,a493eb2fd8e684cf2f6958e2f2136eccdff087d15458c92db3c74819e75b0ba4,6318433505,2022-12-22 13:42:07,21,inbound
23,a723fc0eb99d50bd4a4861d548a1dc6adfe9d52da6519ffe4ff29a6b3f1a48b8,499967627,2022-12-30 01:36:46,20,inbound
24,25770c89c6e8e19f2c88a5b6c95685124e67186d3b9b626afab1add34f26d526,93394951,2023-01-03 20:29:03,12,inbound
25,13d8bd45d5f5f503d0c9c1831812b1e1ee266d722579d52b5e9d0d71cb16df96,126840218,2022-12-09 11:12:04,7,inbound
26,95818e024a3165fc2b8ddaed0e2a269bd3bbb192aba98b38d823f75c484feff6,57560222,2023-01-26 01:25:03,6,inbound
27,a47a6169afe5ee1954c23ddb7bde0cb8939217c2628e424387b374907533f6fe,99590708,2023-01-05 11:09:45,6,inbound
28,ef0135b597d647703c2847d1f3a283caf89cd8fb39d0ad96528cb7cc84e03025,135897873,2022-12-28 23:30:54,6,inbound
29,311307dd00a85d0c2d6173d4a0d4dba77a760bd708a7446fb4699883860156d2,45884372,2023-04-05 11:38:08,5,inbound
30,78d9c7a5a36baf6df4f6f03c8a51451750b470fe4176485b23c5dd9505f6d2a2,17219615,2023-01-10 05:13:51,5,inbound
31,cdbb3dea8ac0192d4edbb5a8dfc5eca5b83c7256879f225915a5c0bf3bdd1384,27472750,2023-04-02 11:18:47,4,inbound
32,3d2d12f2e71597036cc0a03a10df55c2f7fdd8d4708930658f73bc3560664c4e,1484778482,2023-04-01 16:05:09,4,outbound
33,3d2d12f2e71597036cc0a03a10df55c2f7fdd8d4708930658f73bc3560664c4e,1484778482,2023-04-01 16:05:09,4,inbound
34,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:04:25,4,outbound
35,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:04:25,4,inbound
36,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:03:22,4,outbound
37,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:03:22,4,inbound
38,4d8d865d0e1e1101b9b5135c8ce1ad6870987f36e946535eaae59e417867ec94,390626274,2023-01-07 04:56:34,4,inbound
39,cee5383c2dd172b0b1500993598051cc24a1391866f952556eb2b38ab579c7da,80615427526,2022-12-30 07:22:16,4,inbound
40,ef4bcd11f632d0393e6cef244c2db6512f0e55ce610cd66cff7795e167b60834,238578941,2022-12-29 23:00:35,4,inbound
41,7a5f1e348d19b90dbd81d59cb84fc8a93fbb657707fd180c327db1bfb2c3d034,341770038,2023-01-09 04:48:36,3,inbound
42,1dfce722ac8711093ab680f05a33db4bdd6f6cc38ef29726e6aea485d7a75927,55846318,2023-01-05 14:58:14,3,inbound
43,73a91810f4241233bb710a49df89cd1743cbd4c92f20953dbfd4550e6ee6e62b,9197640213,2022-12-09 18:20:37,3,inbound
44,b49bf173ef46274d1e85c57b8bc2f4c3edb8dbc8890c891a94e025ee469c7b25,37638119,2023-04-05 13:14:34,2,outbound
45,7245e6f62104bc1ef564479be3469ecc1870e9b21d25ada5f40140ee4fbdf5f4,16268257,2023-04-05 12:25:43,2,outbound
46,0f29ee96114823ff226a01da3c5fdb0bba83179bc275a7f92e1f05963c6d49ef,81461479,2023-04-05 11:32:54,2,inbound
47,c43f5817513f2acc547713ec34a97417a2eb2bfd34bc001d1847ac7789f99367,346557678,2023-04-02 14:35:49,2,outbound
48,c43f5817513f2acc547713ec34a97417a2eb2bfd34bc001d1847ac7789f99367,346557678,2023-04-02 14:35:49,2,inbound
49,9ee3976a19f8b94748ea998bafeee3dfc3260153bdbdc3dc1466f8894c3f2cf4,117084250,2023-04-02 11:18:47,2,inbound
50,dce574f2f8283a45c76d37773fe49bf2c04320cf91af3d9917bfd47926340c4f,49998844,2023-01-28 20:49:33,2,inbound
51,5973c5ebd0409e47edaadd0efa92fd0a3806012457163e14e63ab083bbf4f491,398406,2023-01-13 19:56:41,2,inbound
52,5d2fbda03bd9e50b92e4dd240be24ee687be28775e6deca410afe26f8484c948,9284672,2023-01-13 16:05:47,2,inbound
53,dcbdff8087beaa3a41a94d638f126367ad0fda5816d05b49d35da9e4552ae784,1996372,2023-01-04 20:03:14,2,inbound
54,c2f4dbb9490cf97c844557b34d53b0ec77b334a23b334bde3eebd456c4c023af,14964154,2023-01-03 23:28:42,2,inbound
55,2a8c535be9bd297d6abe24e4a03733b6381aaa6030c50c62699f32e601e3cd1e,16377753,2023-01-03 23:22:05,2,inbound
56,4f685781dfc711b7104b2d83c780905995db2be5d12359e32d681256651b422a,3345504,2023-01-02 16:59:10,2,inbound
57,316fb96f4f81adc32c089e4c79f83f28b16231738db08ad39374a8d05e3fa552,1502804,2023-01-02 04:34:42,2,inbound
58,ce3c100c1f4bf7a9d30433af4bbf4bd32ebd3ed23af5b65e736237d58842ac62,7699295,2023-01-01 15:52:31,2,inbound
59,0385fc253fd01699310535c3e442a03de060f1be2247bb2cbb33c7c3ee1daa22,12108699,2023-01-01 15:50:39,2,inbound
60,33ff22dd6bd8d918a79f3a7b8e27537fb7240e31f741b1d4d7c0179b7017b06d,5794920,2022-12-30 16:07:43,2,inbound
61,f3f783e66b62c9525fbcbc9ab3eceb0273e777fe4c23633485b14aadfdc151b8,29997832,2022-12-30 07:29:13,2,inbound
62,4ae98aa30076541d24945e194e5ac9d7f61a4d178fa546f28801d598b706e414,5664102,2022-12-29 20:11:58,2,inbound
63,fe778050bb6dc5405a74c137591dad49be8f71112e1a533c28dbc6a9b3d12f81,5674270,2022-12-29 16:24:51,2,inbound
64,2e0bd15566b59e727401fe2fd01b34c4496600471af4db7f0cd030a6308dac98,5956307,2022-12-29 14:44:33,2,inbound
65,6a2f9cee53b146b7aaf0f3437488f99a07d26ee4b59c32cc4c917c26721eb997,11647037,2022-12-29 04:52:49,2,inbound
66,575d8b52493692dfa37ce64fdeda16f66d0ffc5167a6615a3c0bff749673659a,5838296,2022-12-28 23:06:31,2,inbound
67,632bbef083b8957bf705ff34ec9ecfba6d98af570e81d7a0621bbaeb3df31d05,5799610,2022-12-28 03:15:31,2,inbound
68,de3c824325f24e58102004bfb6a3032b72d30f593827fa18ee22f41932a24955,9205160,2022-12-28 03:10:14,2,inbound
69,16023724ee21f6ff0cae2ddb77633e23d4ad44fd59e1c1cba5e19683eaaff0d5,5777413,2022-12-27 16:14:19,2,inbound
70,b66caebcc9a4d27e498e369775b8a7c590d382c68fb918ca5da6f100a433d55c,3269263,2022-12-27 15:38:33,2,inbound
71,16d2b9cb53e3d9a9744a09b2a008f3ebe1cc17c8b8289e84a3536a7322d769eb,17272083,2022-12-27 12:29:25,2,inbound
72,7b341dfa54077d5f833a90afe541fe013082cce54a96fc10c4086eec22745067,769051734,2022-12-26 08:22:01,2,inbound
73,237be8e3592f0ee51e97202c3b3e36318356dc7ad42d530c31391a3f96fbf2c5,26557277,2022-12-25 15:36:22,2,inbound
74,e2a904b0a639d58f73e6f04becad507000d0a1fe8bbe29d08ff65c785c89f0d4,295509341,2022-12-21 20:17:13,2,inbound
75,cd90fc736a87510e83fe1f8ff68b1a41d5ab3b57c274ac181c78da3c5b1ca32d,298719216,2022-12-21 18:41:22,2,inbound
76,6076fb9c10f40bab698d0778357bd920d2ad5b1c254114cc3df20952c931878c,33554150,2022-12-21 11:54:34,2,inbound
77,e2c071c591087b91220e70010e02bb122afaf0ac5d8b291b39545a1a7705bff8,3618603,2022-12-20 17:50:31,2,inbound
78,221aa49fc81ed8fe2cb8c43ca12a90b3484d1ee9a671341ff542a84eabfe25c7,7836062,2022-12-20 01:13:39,2,inbound
79,8eeaa9ca0cf0e3b55bd09df58eb99c38414eee397a0a446ddd13bdbce3513453,9966700,2022-12-18 04:24:47,2,inbound
80,bb6d6198253b168aa65c309ac186867c7c00b42c44f622a26ae4a08732f131d8,7020238,2022-12-17 03:13:08,2,inbound
81,c35a51b1fb4125a98482d509a5b0bbd6f6cf8c34b767dac6869a8e626be450d1,606513756,2022-12-13 17:33:09,2,inbound
82,b31a3046ae26c6744722412924b21b177fed4e83fb3727e181a3c8d75ca7b9e3,16800514,2022-12-11 18:06:38,2,inbound
83,1e274480b73566c2701602b8cc930beacdef88c27676a436c526c3afff2fb9b3,29386413,2022-12-10 23:13:47,2,inbound
84,8d1d99b42f05ca28db0a2f61e51da65b741c086f8a4cbeccf5e335cd2ef7d99a,13174065,2022-12-10 21:16:31,2,inbound
85,eba90e7926cc4e752d20b9c2165ef3755ded9d5357aaef4f5b03d016b86ed310,12201072,2022-12-09 12:53:49,2,inbound
86,041e556f8ae1ea4826a67ec717a997b1c4ff8ff0183af0692048045670076fe2,31473098,2022-12-09 08:31:06,2,outbound
87,9031d19802a1c5569102d46c26c787c6c43d4aa962f39dd75faf58b18a569aed,5699278,2023-01-22 20:34:35,1,inbound
88,bff79d23e0ffee731c97c6b0fb60a5c460d5714e2dcd5267da7f264881496fde,7583566,2023-01-12 03:53:33,1,inbound
89,c65aedda86199dddaf54bce9baca5302f8d688c1fdd530d7f77a4d9e0f5bca1c,3403837,2023-01-11 00:19:20,1,inbound
90,b14dcbf6fbcc2c253b59ade00e72676529c55eadbf0d1dd003ff441e014848b6,7199464,2023-01-10 05:58:19,1,inbound
91,b7cb5db4bbb6ff5146dd68c9c8f0df86939915e664ed2f4d320f3dfb81810a14,17848460,2023-01-05 02:01:05,1,inbound
92,f7cd7cf88245cbb704a8b9f55ef7574afc15d69857aa8d65000389279334407b,2989677,2023-01-03 23:52:24,1,inbound
93,50698800d5bb60b86767ad1899a8806de8d32fb6eda1dde552cc7ee36421526c,3603437,2023-01-03 20:21:17,1,inbound
94,7e315e1e808af0f3b2efd11fb1e9619b379f184b569c8fce970bf9d4638b1128,26984905,2022-12-28 14:08:37,1,inbound
95,537fe4bfb253dbc5ab027f9df5edfec2bea131dced90f9e170c973afc92dcc6f,12217731,2022-12-17 17:11:43,1,inbound
96,233413e08bd7d23c077aff40709ef3ad43d84f61d845d78a1900a3cc8c932569,7017047,2022-12-17 03:46:08,1,inbound
97,e7fcf975dfba33126cb1f6f16a895d56433b6ce8e007e9a6fc552c8198c81480,2571455,2022-12-17 00:46:54,1,inbound
98,37490e7f3c7f49fb97af43f7c2268d4d3451e0fa67742fdf2bc08f5bd8532d3e,18453306,2022-12-16 23:53:06,1,inbound
99,370c988b8b8640e6e60d67b4132c63508c6c39876e5473489102abf437d2c704,5933309,2022-12-16 22:50:27,1,inbound
100,cdccc85048d21610f8bf5829f6a876170edfe072f35894fc1edb5d36927aab96,2932514,2022-12-16 13:49:04,1,inbound
101,81f9de9008da8c0b422811196f83a9f212c74b1a74734331113def22794b4f59,4187023,2022-12-14 07:25:48,1,inbound
102,265e6d953d9a1bf02ac455cc226e3318238ae819370ec0b6924d4dc88385f0c9,23617119,2022-12-14 03:51:57,1,inbound
103,c303642b530dc1e498d06c555b7c0fe6c0140d5450201790319e2debb6bdd83e,2923408,2022-12-11 23:56:06,1,inbound
104,ec9c6e9666a478be813c7f5c87782e75da023093ee8ef143db7b41d6934746f6,2917895,2022-12-11 21:46:54,1,inbound
