,hash,total_value,real_time,num_outputs,direction
26,26a8e9cc5be6fa8b95f6efeaa284214cb64e8960b5b5ed61b28926ad75ef2f6c,154228728,2023-03-17 22:04:57,18,inbound
27,f94440773b5c9d718fd2d5fa9d2d2a16439b8d41ff8ec0429b71a470136f5d58,8334904549,2023-03-05 03:37:18,13,inbound
28,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,653385808,2023-04-05 18:59:18,10,inbound
29,b592db8716d0bf76a06234436d9daaf4f624879a773ff8216a86aad957864b58,75911870,2023-02-20 10:50:57,10,inbound
30,396d9337e43676d61ea799b9e3b0ca5951c4301fc7a5ef4c443a342232e36b0c,55454691914,2023-04-02 19:25:13,9,inbound
31,365d0b174aadad1624280e4574188bfa686fb335095dac6c378d524aa8621c27,203985854,2023-03-28 05:18:10,9,inbound
32,72fb628d30707c4d7fa7d4b1cb6365c570d22d4ea0af5bd5ef5c9db6ecf5bc3a,398049351,2023-03-31 03:45:44,5,inbound
33,3d2d12f2e71597036cc0a03a10df55c2f7fdd8d4708930658f73bc3560664c4e,1484778482,2023-04-01 16:05:09,4,internal
34,3d2d12f2e71597036cc0a03a10df55c2f7fdd8d4708930658f73bc3560664c4e,1484778482,2023-04-01 16:05:09,4,inbound
35,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:04:25,4,internal
36,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:04:25,4,inbound
37,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:03:22,4,internal
38,66492de91640954708214ab36828a20853b3be6109d15fd3f9e78337da3ec2a5,1446523,2023-04-01 16:03:22,4,inbound
39,7fe88b36364c172cd396ff2a19a31fa88047de1ded79bfb5fd8e90f536a43bb3,531864042,2023-04-01 00:20:15,4,inbound
40,ea93b02677c8964a131e91c58a250440c4ddde04a144529f91da90a92b0a7048,404461674,2023-03-05 02:21:37,3,inbound
41,0cd858c7a5090c907ca039d04ace7c77b5325d21a5782ec4d38307075ab702e2,522109170,2023-02-25 02:56:08,3,inbound
42,9c3b8b75040a8a69e2bc8f8731db4a1c20320b504f1ca0189881426d8c24ffbc,91541260,2023-04-07 07:57:53,2,internal
43,f0de79bfbfcb2928a89d21c4c517ee9392fea41d2da4380087167f8493f78428,20123108,2023-04-06 22:05:52,2,inbound
44,150fb44378c692db3f639ad4fb029789094685a1ae0023d1c878fd9c65ae4a7d,751872665,2023-04-06 09:16:40,2,internal
45,3c010fdd786770a3ca04dab4ba76065ac2308d6b5dbaf4bec153b2b0bded863c,3737410,2023-04-05 21:11:48,2,inbound
46,b4c07a71021f356caa3d24899dcf450147ed8d8ce3adfa7d9dcf3cc538c25f34,13533240,2023-04-05 18:15:28,2,internal
47,d26c3998be479f11141423f3cd828c32ea465a2750e95fc0315c10d345b3214d,20503070,2023-04-05 02:58:21,2,inbound
48,73ed5c0a71da98d4cddc24bef401cbf75d216300b6dc9a136d98980c23257420,43129076,2023-04-04 20:22:27,2,inbound
49,045b7841dfa22af792dd490218cf3d4136c493a18d24842f3b92a0a47bcfd34b,16260729,2023-04-04 13:48:04,2,inbound
50,619beda52c01fc932c6972690ff1f7e5f10b218e59fd60461b1d769843c05deb,54132832,2023-04-04 11:32:25,2,internal
51,1af06140e7651f24f8643c8abf1085230281f0323a5249a2c36528d91892f165,2495380,2023-04-04 09:31:09,2,inbound
52,1eadc8b834e5801c8bf02879bff6a56f823f6f8f0e50964723a85311a2d1b891,1861303719,2023-04-04 08:59:23,2,inbound
53,17f4e53ee32e2d92c73406fdb439d9204ec8ac8dfa8906bf98a651f6afe7e27c,30713607,2023-04-03 18:29:19,2,inbound
54,19ffd629b65c3c8349c50dd55547eaa702ef1912e1785764a85a3aa55ce2be36,200316580,2023-04-02 14:39:03,2,internal
55,c43f5817513f2acc547713ec34a97417a2eb2bfd34bc001d1847ac7789f99367,346557678,2023-04-02 14:35:49,2,outbound
56,c43f5817513f2acc547713ec34a97417a2eb2bfd34bc001d1847ac7789f99367,346557678,2023-04-02 14:35:49,2,inbound
57,63c9bc1f80608e96060ebcd7c52d37d93fccaefdf9c04c411fa33d724b96e691,327039497,2023-04-02 11:31:25,2,internal
58,891df6fbf931622cb2eb7f7c00a959667d4f4139ad41ff3ede3dc80b52c9ceeb,527043199,2023-04-02 10:20:24,2,internal
59,672203ab2e934e727a558212a009448d4a69c4ecc35eee1894a8e635e25e4098,627047049,2023-04-02 08:59:05,2,internal
60,ee715e70a5881fd55ecde1743d3fe6598b501c1e5f7139109581e79565289385,727048826,2023-04-02 08:43:53,2,internal
61,8eaeceb48bcbc6818322f219cd270e7fec40ad4c8b74549f782addab76fedff3,2134008,2023-04-01 16:00:52,2,inbound
62,0ab9c179b783d025519cc3e5c1d808e1837321080c82641e97ebb0472312fe95,32716052,2023-04-01 15:05:11,2,internal
63,455033adbfc799eedc58252076f141d3ad08471269676ed108750854c39b7e8d,22129563,2023-04-01 15:00:00,2,inbound
64,1cce487e6191f64c0c9dba00f9f31962befe5887b1f5aef4d3cb1949a28d1400,18802959,2023-03-31 11:51:03,2,internal
65,fb8a95ddbb4171f7a244bb213effd03f7478ef91ad603ff76ccf577239e02c71,45098124,2023-03-28 12:57:47,2,internal
66,7996bb6b7c90f829538b277521339ec16b10b3c86bcd76f2da69477fa5e85404,3286603,2023-03-28 11:10:33,2,inbound
67,2d4d20b3ab26ae4c2ca04e273851c8d457d6df069c45cd96cd7674bd74323759,2495775,2023-03-23 20:41:38,2,inbound
68,cd5be3f8e7738d222e6c6d4fadd1264e80c515ac2d03004a674c983674582f60,33616757,2023-03-23 13:41:07,2,internal
69,81ba30eb15deb0c2d39b5128ce4d745dd45f70935b440599ff0340ea9b8153b0,4719153,2023-03-21 19:37:48,2,inbound
70,864bc2181d8d60e70d0ae502aae9fe1f47283a494dd7f1927a68e16effdaea75,65780269,2023-03-18 12:13:51,2,internal
71,14d74f350a7e02f496360af7998bc4cc96c0f36a9a88fca2c3f1c7be4edc4bbb,171119700,2023-03-17 13:56:12,2,inbound
72,7cc834feec3fe4d111da55ec7590dc27f485dfddfc71f1b26d13c87aec8ec15b,66628661,2023-03-14 16:03:15,2,internal
73,5fb7e4e978d761799bc3dbcee2ccfccf6c729fbe0f1eefb08b6576c1eca63c90,9327723,2023-03-13 08:18:06,2,inbound
74,009a998e2f7d426bfd7d0dc3f3f981bacb06828bfa230067e3a8cbff0511c1d6,26976122,2023-03-12 11:23:32,2,inbound
75,da5376c7ac7b418dddab37385b8b44588e378eb911c77a92c20344ba9eee19b3,6341833,2023-03-12 00:38:09,2,inbound
76,8a9de30f3c5dac712d73e53afacaad2b097d488b05e00257d573a23c1f59345f,30417647,2023-03-09 20:41:52,2,internal
77,60cb9f8e8135edf598f43ab4f8284256c523b20999120510307c02d94a735cb6,25959847,2023-03-09 03:30:42,2,inbound
78,a610dcbc7e1762160a830d5aa96a0f863b0ba3d213916b12bf3fe4d22a0ad1fd,99033365,2023-03-07 13:39:01,2,internal
79,bfc17d887a5f15a88312da687306a40e83152d749f4772e6e452385b8b200205,114062456,2023-03-06 15:12:26,2,internal
80,735a3251c3d42dd70ba2df0e88102d4ffe2bcaa45ce3797b2d9acfffed9f177c,29327885,2023-03-06 03:28:43,2,inbound
81,cd9188f28dd911d6de6e14b2c81a6a007a1eb6be153e5d66e8ced129ea67874e,25100701,2023-03-04 04:27:41,2,inbound
82,e85bd893e4e3e787d1dce90c2c2e024c077aa29bd991da01f28cf539a8c458ba,12018032,2023-03-03 20:34:48,2,inbound
83,9e04cb5a5ab7ec5f78477e21144bc16baec4eca9f6cf60093284ef6b13474a7e,446813157,2023-03-03 11:07:44,2,inbound
84,1f681500066bb89a9e5b9bdf92df62aa15ebda1626653bb3df46d8538570081b,34378557,2023-03-02 11:35:35,2,inbound
85,b63c2c4108a78e72b87c6f4b015d23f920a2111f7bd244cb8d4b9879383ef86e,128911860,2023-02-27 17:07:16,2,internal
86,3491b7cb4e390cd665a0ece041954cb610e3f876e0173bbaf12f36288563f286,14157891,2023-02-24 20:17:16,2,inbound
87,0537295a52d306a8effc7af9ea723bb0f56d998d8c42968e7ae7ca474faffa38,9382300,2023-02-24 19:03:47,2,inbound
88,bd19d92f5b5a070a363eaa97a03f5d41bdb05c0783bb14e58d34d45da137717f,117488000,2023-02-23 01:51:00,2,inbound
89,f0e45b86dd0122705edb0e77a46adff7f4e454c6587597afccad2a6188b3c3bd,102099154,2023-02-22 12:51:14,2,internal
90,b0570b196c87f9f7d0f73a8dc353e37c7ea3ef302d5c3a38d9543ed470abac26,3818884,2023-02-21 16:47:38,2,inbound
91,9ab27bb0b356bb6da4c95d58d4304749a94a4e86ef898932112a7a33acfbc83f,9200000,2023-02-21 01:29:57,2,inbound
92,122005c8bc457996d5593617c618154366a83bf569f02cdb13c9841647b7c513,11834135,2023-02-19 22:42:25,2,inbound
93,c00f4eadeb6048ff708cfe95835df685876dfd3fdcaf4c4e99e0fc63256ed351,10034066,2023-02-19 19:14:28,2,inbound
94,33c97c9a0fd3b4d0b675092b6a26b4bcba046660e3cc2b8715bb135f3a87db54,159847210,2023-02-15 21:36:59,2,inbound
95,53f8d33573a60b6ff3f2538f535968580bebc509c6be9250d7123e42f2aa8eae,100274796,2023-02-15 08:50:07,2,internal
96,6cbed7f31b5c0976210c58fa4435c3fb62d3095cfdf5a972531757c0a43e5bbf,688658420,2023-04-05 18:08:43,1,inbound
97,e8abb28c326b11c6d4dc2e8c894fec787befc688318092b73c02417860bd575d,11964644,2023-03-12 20:07:50,1,inbound
98,227122c8f67a0a05d749b727507bfe3c46aadb27e361bb949b12cbcc66d8308c,14363694,2023-03-11 20:00:25,1,inbound
99,c57b9a46bde8d854662804c76366f66dee970ede4a5a31f9d4ba08ddbdbf5a1e,1336110,2023-03-08 09:08:09,1,inbound
100,430beced73d019a79179be016a7812d7f5a16e659bc47418ced8262818edd080,4466372,2023-03-06 15:44:09,1,inbound
101,4b3d100c5e3e279a80250569d23bf746be10e4ecc924f6e074c7749be9d3592d,2577862,2023-02-28 07:11:39,1,inbound
102,be5958e7200eb7f6cd46398431b661e0d3efd59dc51fae7f4ce57acd75738222,2203925,2023-02-23 22:10:43,1,inbound
103,254d24388900f98be098930a76d8f94c346ed141efdc4877232d6a2a79a9712b,6078130,2023-02-19 15:47:47,1,inbound
104,e2714e58676f15638c3e3a52dc8bf9e9bf5cd79f2bc4dc1d183844181164aaa7,6092580,2023-02-17 07:28:36,1,inbound
